_record_id;_geometry;_latitude;_longitude
03628e0f-d5cb-48a5-aa20-1f3115a1e3e0;"SRID=4326;POINT(-78.382242322 -0.212921643428)";-0.21292;-78.382242
2dde9198-93c4-4c67-88e3-1de1431a4339;"SRID=4326;POINT(-78.3766160533 -0.212383193677)";-0.21238;-78.376616
4aa78001-2b55-40ef-9ddb-499f974cebe3;"SRID=4326;POINT(-78.3883089334 -0.211531437447)";-0.21153;-78.388308
310d5b67-e0bb-483c-b13e-7b7ddba1b681;"SRID=4326;POINT(-78.3754439279 -0.211477954327)";-0.21147;-78.375443
02d8822e-fbd2-4642-8128-10f6f2d6d6bb;"SRID=4326;POINT(-78.4416589513 -0.210804389162)";-0.21080;-78.441658
c64f03df-be74-4569-bcf4-93b9ff471570;"SRID=4326;POINT(-78.4269235656 -0.210133841432)";-0.21013;-78.426923
37e2130d-0450-420a-bfc8-6cc775039caa;"SRID=4326;POINT(-78.4299169108 -0.210136523623)";-0.21013;-78.429916
a3ffe301-0c9a-42b1-b1ad-c48fca23ea76;"SRID=4326;POINT(-78.4274828061 -0.209887079861)";-0.20988;-78.427482
97155475-1cdf-408d-9bd6-434cd3f8bc92;"SRID=4326;POINT(-78.4844804183 -0.209599750145)";-0.20959;-78.484480
b3cd4589-b50e-4c9f-b235-8223204cb614;"SRID=4326;POINT(-78.4814766365 -0.209480365859)";-0.20948;-78.481476
6db21fc0-da3b-44fc-8991-308fe698f18d;"SRID=4326;POINT(-78.4274519607 -0.209396909444)";-0.20939;-78.427451
37f5e38f-797b-4fab-b49e-4fe055387028;"SRID=4326;POINT(-78.3398235217 -0.209219884831)";-0.20921;-78.339823
8b8ebada-2ab2-4166-8eb3-67452794a1c6;"SRID=4326;POINT(-78.4831663532 -0.208990578186)";-0.20899;-78.483166
78dee5c8-74ae-4bd0-b80b-2fd4bb72c5d7;"SRID=4326;POINT(-78.3886341546 -0.208306678743)";-0.20830;-78.388634
faf5a2f6-60b6-45ec-895d-9b1a753118e3;"SRID=4326;POINT(-78.4930956736 -0.208292852493)";-0.20829;-78.493095
b54ecca5-3f93-42da-8e92-291a683cd073;"SRID=4326;POINT(-78.4919281311 -0.207046649969)";-0.20704;-78.491928
00ade27d-6017-4fcf-9587-329cbcaaac8d;"SRID=4326;POINT(-78.411038518 -0.20691085337)";-0.20691;-78.411038
a1a75acb-f741-4a95-bce5-358f574c1e23;"SRID=4326;POINT(-78.4823685978 -0.206612236798)";-0.20661;-78.482368
7560f568-284d-4f56-8ded-ca4117bc6110;"SRID=4326;POINT(-78.4133898094 -0.206471644502)";-0.20647;-78.413389
7d2b6f4d-bbd0-4152-bb72-b27448889e50;"SRID=4326;POINT(-78.4886985272 -0.206018689389)";-0.20601;-78.488698
7490c0ab-2ddc-4516-90e4-5c5dfce42086;"SRID=4326;POINT(-78.4117389098 -0.205795732204)";-0.20579;-78.411738
07a7dacb-6c65-4624-a26f-e97ca59dd9e3;"SRID=4326;POINT(-78.4107350931 -0.205503708579)";-0.20550;-78.410735
0862f95b-556e-4de6-89ef-d34bf42d0eda;"SRID=4326;POINT(-78.4805493057 -0.2052110144)";-0.20521;-78.480549
7f6747a6-858e-40cd-9560-64eefb7e292d;"SRID=4326;POINT(-78.4857083768 -0.205174667971)";-0.20517;-78.485708
a33a293b-aec9-4324-a7b8-23322b7f272c;"SRID=4326;POINT(-78.485744074 -0.204573323284)";-0.20457;-78.485744
c35a4175-80b6-482e-a125-be962e61eb5d;"SRID=4326;POINT(-78.4070309624 -0.204150207504)";-0.20415;-78.407030
39f2f056-ca5f-4418-ba91-a3f5d36e655f;"SRID=4326;POINT(-78.4815071896 -0.20383069138)";-0.20383;-78.481507
3dcb9842-d2c8-4f8e-b3d0-aa7bd85bed08;"SRID=4326;POINT(-78.4877325967 -0.203794146513)";-0.20379;-78.487732
2e116de2-5ae9-4e3a-a2cd-10c303c6990f;"SRID=4326;POINT(-78.3950768598 -0.20373812411)";-0.20373;-78.395076
b160d9e0-a72a-4bab-b221-ded7ee251e52;"SRID=4326;POINT(-78.4227896109 -0.203400199551)";-0.20340;-78.422789
02df3be7-b3c0-4672-b8dc-efe9abea17e2;"SRID=4326;POINT(-78.4838467464 -0.202693441914)";-0.20269;-78.483846
2e6c61ca-2932-4ae5-a35b-66b53ef3793e;"SRID=4326;POINT(-78.4808806411 -0.202005103506)";-0.20200;-78.480880
5452d43e-8284-4f8b-a8f1-d52005379b3b;"SRID=4326;POINT(-78.4895092249 -0.201729193778)";-0.20172;-78.489509
162ed697-477f-42e5-b9b5-dc02d7def9e5;"SRID=4326;POINT(-78.4818874766 -0.201618298888)";-0.20161;-78.481887
025ada41-b977-4816-83c4-1dcd47f1158d;"SRID=4326;POINT(-78.4819556215 -0.201499485411)";-0.20149;-78.481955
aaea2c62-0ffc-4009-bad7-b81892a56bfa;"SRID=4326;POINT(-78.4512780234 -0.201490478654)";-0.20149;-78.451278
36a75d80-f3d1-4cf5-9416-6681398e9968;"SRID=4326;POINT(-78.3647506312 -0.201288308398)";-0.20128;-78.364750
449c5e32-182a-4415-9fb5-bc3490b80c87;"SRID=4326;POINT(-78.4302223474 -0.20127523271)";-0.20127;-78.430222
8853c852-8ae8-408c-8dba-8b72c91743fa;"SRID=4326;POINT(-78.4819169809 -0.201224014163)";-0.20122;-78.481916
5d10d8a8-b7f2-4adb-82e7-a7b78d48fd23;"SRID=4326;POINT(-78.4797043553 -0.201108728683)";-0.20110;-78.479704
1ce87732-1242-4a91-ba34-26cecd234626;"SRID=4326;POINT(-78.492917642 -0.200308637572)";-0.20030;-78.492917
24833673-3c5c-4d21-b633-2a025a7cb699;"SRID=4326;POINT(-78.4526657313 -0.199983756987)";-0.19998;-78.452665
51bc4c81-0a89-4e35-a33f-91ff300da634;"SRID=4326;POINT(-78.4951029718 -0.199974034039)";-0.19997;-78.495102
3f7cc15e-5125-4d6d-a08c-2ab1add7e6ae;"SRID=4326;POINT(-78.4369479865 -0.199663905507)";-0.19966;-78.436947
149811a2-e84d-4218-a7a2-737c23fe82c5;"SRID=4326;POINT(-78.4341236204 -0.199615290764)";-0.19961;-78.434123
5a3f28d1-30a1-4912-9b0e-be45b024dd7e;"SRID=4326;POINT(-78.4788274114 -0.199539377354)";-0.19953;-78.478827
abc18649-8676-4efe-b7db-8a13c78248a1;"SRID=4326;POINT(-78.47959136 -0.199361570115)";-0.19936;-78.479591
057f02a0-9552-47f2-97c3-3c69b23264c5;"SRID=4326;POINT(-78.35051 -0.19856)";-0.19856;-78.35051 
4d3b8eac-5630-4f37-bf19-ee4b35499c99;"SRID=4326;POINT(-78.4172360972 -0.198334878957)";-0.19833;-78.417236
06550ab8-c1d4-470a-8e9b-27be0621bc98;"SRID=4326;POINT(-78.4399242327 -0.198292634418)";-0.19829;-78.439924
07cb2c2b-6df2-427c-84dd-472d00419d6a;"SRID=4326;POINT(-78.4396596998 -0.198001951754)";-0.19800;-78.439659
122dcbc2-c62f-4105-a027-f1f13ea3eb8e;"SRID=4326;POINT(-78.4890737012 -0.197940261315)";-0.19794;-78.489073
da09fc56-da48-4ebc-87d9-3659964cdd48;"SRID=4326;POINT(-78.4395953268 -0.19782861503)";-0.19782;-78.439595
48da70ae-cf75-41d7-9398-7e5437757d36;"SRID=4326;POINT(-78.4802505746 -0.1977538489)";-0.19775;-78.480250
d1014775-7cec-447f-89c8-3432078951b1;"SRID=4326;POINT(-78.5013679416 -0.197433549911)";-0.19743;-78.501367
703976fa-b094-437b-b417-52e8768a98bb;"SRID=4326;POINT(-78.4382904321 -0.197379682966)";-0.19737;-78.438290
1dd0b32d-78c4-41f1-a20d-315751d282a3;"SRID=4326;POINT(-78.4463873506 -0.197322015815)";-0.19732;-78.446387
703c10aa-ff51-43c1-acb8-9add5c0b7677;"SRID=4326;POINT(-78.5021044594 -0.197086622939)";-0.19708;-78.502104
a0a58fef-ebea-4f27-95d4-90e1eebe8d8c;"SRID=4326;POINT(-78.44534799 -0.196859)";-0.19685;-78.445347
6b410570-c2f3-4c61-9eba-03b1719dfe4a;"SRID=4326;POINT(-78.4799186513 -0.196482824625)";-0.19648;-78.479918
b3f2bbf8-61f5-4202-a351-2983b81f6b66;"SRID=4326;POINT(-78.4968105331 -0.196461031805)";-0.19646;-78.496810
ef72defa-d1a5-4df1-aa6c-22f2e56ba383;"SRID=4326;POINT(-78.4802252383 -0.196416250595)";-0.19641;-78.480225
c436315a-db73-417f-836e-dd31c2c7ac13;"SRID=4326;POINT(-78.4807270021 -0.195999071002)";-0.19599;-78.480727
2e0ce736-6ca3-4efe-96a5-57de17241c49;"SRID=4326;POINT(-78.4260199964 -0.195887377714)";-0.19588;-78.426019
47554062-2f45-4ecf-b5b7-704b155f1249;"SRID=4326;POINT(-78.380875 -0.195784)";-0.195784;-78.380875
0dd2939e-fb6c-4772-b2ef-9829cec4c7d0;"SRID=4326;POINT(-78.4790138249 -0.195263894275)";-0.19526;-78.479013
c03ddb39-cf9e-4c32-b43d-dff3ccf0876d;"SRID=4326;POINT(-78.4861134697 -0.195246392089)";-0.19524;-78.486113
ff553591-1ff9-48ca-9e94-2d760efcad74;"SRID=4326;POINT(-78.4778832738 -0.194962942042)";-0.19496;-78.477883
e5d18620-b01e-4acd-b663-cc3b802e78a3;"SRID=4326;POINT(-78.4777857605 -0.194793399608)";-0.19479;-78.477785
bbfc55d0-aeda-4939-85cd-5cd641b3dd72;"SRID=4326;POINT(-78.4788827306 -0.194486725576)";-0.19448;-78.478882
f877f9a5-cd5b-4108-b106-fe7749a9c540;"SRID=4326;POINT(-78.4782154486 -0.194461121345)";-0.19446;-78.478215
2250088f-31e8-4582-8299-83a539546603;"SRID=4326;POINT(-78.4788597174 -0.194264493064)";-0.19426;-78.478859
0af66360-5c7c-4394-94bd-bdffdc6806b5;"SRID=4326;POINT(-78.4849850089 -0.194187154994)";-0.19418;-78.484985
4c46a614-6ebc-4a3d-9d6f-1d1bf11a6289;"SRID=4326;POINT(-78.4762148559 -0.19360181356)";-0.19360;-78.476214
0699deb1-bbe1-4bba-9c10-de2cd155e3b5;"SRID=4326;POINT(-78.4839556219 -0.193055497652)";-0.19305;-78.483955
07932d23-27a7-4fc1-8f13-dd6e47a88f6c;"SRID=4326;POINT(-78.493103385 -0.193005809561)";-0.19300;-78.493103
6ddd43b1-1c2c-4414-95dd-8123e3d0f3ea;"SRID=4326;POINT(-78.4931084141 -0.192978203512)";-0.19297;-78.493108
2f62589d-992b-403d-8452-0b065620ab38;"SRID=4326;POINT(-78.4280133702 -0.192891423557)";-0.19289;-78.428013
4193b1ce-5e03-4bc9-810d-52222580a38e;"SRID=4326;POINT(-78.478399973 -0.192824862131)";-0.19282;-78.478399
c098dbd0-aace-45b3-a538-f932fcbad020;"SRID=4326;POINT(-78.4492713958 -0.192796149607)";-0.19279;-78.449271
c5441907-b2fa-43cd-a4dc-09a4844e7c0e;"SRID=4326;POINT(-78.4775703815 -0.192198349597)";-0.19219;-78.477570
b5d1de37-5edf-4fea-8efc-c784ae8338ee;"SRID=4326;POINT(-78.4782731161 -0.191757744178)";-0.19175;-78.478273
e69b71bf-a4df-431c-9099-80d423324638;"SRID=4326;POINT(-78.4899957106 -0.191272998718)";-0.19127;-78.489995
2e763804-bb9a-4573-a447-9cfd32b3a8cd;"SRID=4326;POINT(-78.4484511428 -0.19126157742)";-0.19126;-78.448451
2d4b8829-0717-485f-86e5-2b904c153d94;"SRID=4326;POINT(-78.4899313375 -0.191156993824)";-0.19115;-78.489931
30bd362b-366d-451f-ae8e-5f86966e90f1;"SRID=4326;POINT(-78.4857561439 -0.190978627916)";-0.19097;-78.485756
5f5f2d2e-0fa1-4aa2-bdde-b0f058663f60;"SRID=4326;POINT(-78.4478292056 -0.190634108149)";-0.19063;-78.447829
ee39f305-841e-403f-b09e-af8e3837a16b;"SRID=4326;POINT(-78.4273701534 -0.190614855336)";-0.19061;-78.427370
46353440-aae4-4c56-9b81-987842a5d26a;"SRID=4326;POINT(-78.4484391567 -0.190010285005)";-0.19001;-78.448439
82e6cebd-dea2-4453-818f-16565569a266;"SRID=4326;POINT(-78.4312885255 -0.189721014105)";-0.18972;-78.431288
c05c097c-80ca-4190-b606-44ecf2ffa55a;"SRID=4326;POINT(-78.4769990668 -0.189262694146)";-0.18926;-78.476999
7e51170f-7c8b-4b12-95ec-c36b47a0c4fb;"SRID=4326;POINT(-78.4243164584 -0.189077622733)";-0.18907;-78.424316
9f814143-16d3-4f43-80ab-e69e551566b0;"SRID=4326;POINT(-78.4792739154 -0.188952111639)";-0.18895;-78.479273
04211658-3103-4647-b4fc-8d2df97add2c;"SRID=4326;POINT(-78.4801874545 -0.188825897986)";-0.18882;-78.480187
e1e528d4-7e62-4e28-aba5-38d7f23895ff;"SRID=4326;POINT(-78.4485713392 -0.18840573302)";-0.18840;-78.448571
072d99b4-6d64-4c6c-ae1c-d92e6fa45f3b;"SRID=4326;POINT(-78.4770421498 -0.187980942428)";-0.18798;-78.477042
5ad9c267-411d-40ab-91b0-013fd671bc66;"SRID=4326;POINT(-78.4938946366 -0.187934337328)";-0.18793;-78.493894
184ea815-3b3e-4d39-be8b-d65110adb035;"SRID=4326;POINT(-78.4753086045 -0.187494122136)";-0.18749;-78.475308
541f95f7-dfe8-4201-81ff-6757b502f7bd;"SRID=4326;POINT(-78.4764763713 -0.187292957536)";-0.18729;-78.476476
dc0b8123-3e7e-4cdb-84a4-450d014a495f;"SRID=4326;POINT(-78.4718032926 -0.187054912756)";-0.18705;-78.471803
ae1ace72-03a7-4fc7-824d-f989af824935;"SRID=4326;POINT(-78.4718408436 -0.186995233923)";-0.18699;-78.471840
d00eaa56-288e-4ec9-8b18-b92db030bda2;"SRID=4326;POINT(-78.4454127029 -0.186866488576)";-0.18686;-78.445412
e92b2b0c-d58e-4caf-b395-f8bdf29d496e;"SRID=4326;POINT(-78.47889103 -0.18659223416)";-0.18659;-78.478891
ff9ef7c5-e33f-4a7d-bcbe-0411f6823f79;"SRID=4326;POINT(-78.5013328388 -0.186523281912)";-0.18652;-78.501332
1bdae7cd-cb7f-4ffa-a09c-302d360ac6f5;"SRID=4326;POINT(-78.4724818078 -0.186474756338)";-0.18647;-78.472481
e8252c55-48d9-4d67-8d5a-d098c7d51b27;"SRID=4326;POINT(-78.4882344213 -0.186323295348)";-0.18632;-78.488234
9e08c90f-f5ed-439e-8ef2-a5df536c4729;"SRID=4326;POINT(-78.4820288793 -0.186224053614)";-0.18622;-78.482028
ec20a0f2-8a18-4498-8b16-2c855137dc10;"SRID=4326;POINT(-78.4500757232 -0.186032996538)";-0.18603;-78.450075
16c7388c-6a50-4bd6-845b-9d34b0677d44;"SRID=4326;POINT(-78.4901264682 -0.185493540085)";-0.18549;-78.490126
dfaa2ee3-99c1-4c42-9902-22d5806e8bdc;"SRID=4326;POINT(-78.4897349496 -0.18543317914)";-0.18543;-78.489734
284d6aae-fd32-4302-af26-8f8ec7dad701;"SRID=4326;POINT(-78.5010879859 -0.185125408823)";-0.18512;-78.501087
a50c0bfd-cdd0-49ec-8b35-b9b3a20d1eee;"SRID=4326;POINT(-78.4496444803 -0.184629937622)";-0.18462;-78.449644
56d89217-51a8-4d58-b3fe-731fb7bd89cc;"SRID=4326;POINT(-78.4495298937 -0.184485370026)";-0.18448;-78.449529
ca2c6665-7254-4310-9fc9-b00eae98157d;"SRID=4326;POINT(-78.4904650971 -0.184203068988)";-0.18420;-78.490465
0fbda506-a2dd-4995-80e7-58b655a1b14a;"SRID=4326;POINT(-78.4807371872 -0.184099684364)";-0.18409;-78.480737
2846aeb3-5c53-4466-a8a2-e44a68226b52;"SRID=4326;POINT(-78.4942396358 -0.183414503596)";-0.18341;-78.494239
b5ea44f4-45fd-4ecf-a7d3-f93a498995b2;"SRID=4326;POINT(-78.5028070305 -0.183265535161)";-0.18326;-78.502807
feecde5d-eb89-44d4-9e24-e491dcdabcc8;"SRID=4326;POINT(-78.4813295771 -0.182956075296)";-0.18295;-78.481329
54374d1a-f16e-44ac-bb87-591b46e7c8d2;"SRID=4326;POINT(-78.5029344723 -0.182951221523)";-0.18295;-78.502934
347af628-e831-4205-bcb6-270da97ced86;"SRID=4326;POINT(-78.4813014834 -0.182628492658)";-0.18262;-78.481301
da297135-9cfa-4f8d-aa2e-93a3f71e1ba8;"SRID=4326;POINT(-78.4948904067 -0.181894704636)";-0.18189;-78.494890
1fee5d06-906d-4079-9a8a-bb44d91758a8;"SRID=4326;POINT(-78.476167836 -0.181894286444)";-0.18189;-78.476167
bf65fc67-775f-455e-87e9-8512011c06af;"SRID=4326;POINT(-78.4456966817 -0.181043107545)";-0.18104;-78.445696
7ba3f487-0eb4-42ea-b361-9f8ca408d07f;"SRID=4326;POINT(-78.4763318674 -0.180993159302)";-0.18099;-78.476331
6b1709ac-7113-407c-a18b-16c3590acd32;"SRID=4326;POINT(-78.4913579375 -0.18086138879)";-0.18086;-78.491357
246e3a8e-5f93-43bd-ab39-ca368a9f574d;"SRID=4326;POINT(-78.4937002604 -0.180677706376)";-0.18067;-78.493700
2bac055a-220d-4b09-a057-3e65677eebb2;"SRID=4326;POINT(-78.4788636555 -0.180211812053)";-0.18021;-78.478863
634d374c-d90f-4fe5-8def-14a1abff41a6;"SRID=4326;POINT(-78.4191766754 -0.179872999666)";-0.17987;-78.419176
67950003-fa26-4a7f-9fa6-d2e02d5ee5a7;"SRID=4326;POINT(-78.4970740601 -0.179344271812)";-0.17934;-78.497074
7339baa0-814b-4177-920e-3d0c487e08f3;"SRID=4326;POINT(-78.4863435477 -0.179263135386)";-0.17926;-78.486343
a56fa52a-c1d4-4d3f-a02d-c104a0e20c96;"SRID=4326;POINT(-78.4962308407 -0.178633154616)";-0.17863;-78.496230
c2cff34a-3d97-4f2f-8012-7dc9f0b3e545;"SRID=4326;POINT(-78.4884000536 -0.17703635357)";-0.17703;-78.488400
e12dbe7d-c047-4839-9519-dfae5c937e93;"SRID=4326;POINT(-78.4790838138 -0.176743073389)";-0.17674;-78.479083
ad5c0cbc-343e-4793-828e-a8f116692933;"SRID=4326;POINT(-78.4953547642 -0.176535341967)";-0.17653;-78.495354
874050c5-ea1b-4d46-81fd-ecd421edcc11;"SRID=4326;POINT(-78.4929045662 -0.176247676413)";-0.17624;-78.492904
f4924b01-1373-409c-a82e-ec48f0ca7c2e;"SRID=4326;POINT(-78.4787244299 -0.175375742267)";-0.17537;-78.478724
a5e53ef6-8e15-4421-ad06-be9b07954b56;"SRID=4326;POINT(-78.4722173766 -0.17508301905)";-0.17508;-78.472217
97ef5a0f-3a08-4a50-a0fc-703c64ec3b27;"SRID=4326;POINT(-78.4789776989 -0.17435557209)";-0.17435;-78.478977
28321a6b-202c-4fa8-b0a3-eb86b9a65970;"SRID=4326;POINT(-78.5017877072 -0.174104601427)";-0.17410;-78.501787
81907a3c-522f-4848-95b7-552fe18d3eef;"SRID=4326;POINT(-78.5002668947 -0.173698583908)";-0.17369;-78.500266
407033d0-4c52-450a-b8f0-d39911e0b077;"SRID=4326;POINT(-78.4805828333 -0.173629852617)";-0.17362;-78.480582
fbd11e26-1d20-48ab-8ef5-484512f17b06;"SRID=4326;POINT(-78.5011845455 -0.172390007153)";-0.17239;-78.501184
4b2627bd-08b7-4456-a279-1e4af0fb05a3;"SRID=4326;POINT(-78.4998373222 -0.172300203704)";-0.17230;-78.499837
72d5295a-bd03-40ab-9192-e338f68d313a;"SRID=4326;POINT(-78.4704668803 -0.171019485114)";-0.17101;-78.470466
4908d525-311f-4162-bbdb-53e65d923cff;"SRID=4326;POINT(-78.4316660465 -0.170837058686)";-0.17083;-78.431666
e8e749cd-00fe-4c3c-b3b5-82842d5f80da;"SRID=4326;POINT(-78.4722425883 -0.170836513862)";-0.17083;-78.472242
2bde61b6-2324-4128-88b1-87e98573a9b0;"SRID=4326;POINT(-78.4315409884 -0.17082762741)";-0.17082;-78.431540
ea999943-0485-4fe6-a40c-b75a3661d377;"SRID=4326;POINT(-78.496592939 -0.170827042312)";-0.17082;-78.496592
2e5d51cb-f3e1-4543-bb6e-7d902cbae68a;"SRID=4326;POINT(-78.4885745317 -0.17030060867)";-0.17030;-78.488574
cf0c6355-50db-4ac4-a7bf-e3b0c7ca0378;"SRID=4326;POINT(-78.4906649218 -0.169733623043)";-0.16973;-78.490664
934a6d00-67a5-472f-93e3-165158dbd0ec;"SRID=4326;POINT(-78.4954342246 -0.169305815774)";-0.16930;-78.495434
b8ebf0e2-ba70-43a5-8a9a-4755fb50e92f;"SRID=4326;POINT(-78.4933568537 -0.169019826484)";-0.16901;-78.493356
9a496d65-98eb-43d4-805a-2a77af39f4c1;"SRID=4326;POINT(-78.4736054018 -0.168304350329)";-0.16830;-78.473605
7407a1d1-5d39-4871-8ccd-09f9d71df6a7;"SRID=4326;POINT(-78.4969304782 -0.167849790305)";-0.16784;-78.496930
d7b9e5fa-873d-4a7b-b3f3-40138cc67383;"SRID=4326;POINT(-78.4962995724 -0.167073123157)";-0.16707;-78.496299
a0fcea50-912d-4263-a9d8-94889a96ba50;"SRID=4326;POINT(-78.4672173858 -0.166692039929)";-0.16669;-78.467217
d29ce5b8-11b5-489a-81ac-2b5f6951f6cd;"SRID=4326;POINT(-78.4670239314 -0.16662261246)";-0.16662;-78.467023
c721d928-4ac1-41b9-b15c-82bd099b6db0;"SRID=4326;POINT(-78.4953267396 -0.165617533433)";-0.16561;-78.495326
2b3e8f3d-54fe-4edd-8c9f-1b6669e70b63;"SRID=4326;POINT(-78.4420857579 -0.16425825507)";-0.16425;-78.442085
a69f7d2a-1102-4bd6-8e8f-8b63fecbb855;"SRID=4326;POINT(-78.4417441115 -0.164044685054)";-0.16404;-78.441744
b5699014-f3fb-44c4-9b02-34b8f9236361;"SRID=4326;POINT(-78.4989975393 -0.163464324449)";-0.16346;-78.498997
44b06078-1c48-48d5-9f55-91662702da73;"SRID=4326;POINT(-78.4610825032 -0.162471575853)";-0.16247;-78.461082
375e6163-f4ed-4bd1-a22f-4760892f9fe5;"SRID=4326;POINT(-78.4913978353 -0.162470905303)";-0.16247;-78.491397
809f873c-4bb4-468b-935e-b38fdf7f2790;"SRID=4326;POINT(-78.4912098797 -0.162386953421)";-0.16238;-78.491209
